Funabashi-Nichidaimae Station	船橋日大前駅（ふなばしにちだいまえ）
Funabori Station	船堀駅（ふなぼり）
Funagata Station	舟形駅（ふながた）
Funahirayama Station	船平山駅（ふなひらやま）
Funairi-hon-machi Station	舟入本町駅（ふないりほんまち）
Funairi-kawaguchi-chō Station	舟入川口町駅（ふないりかわぐちちょう）
Funairi-machi Station	舟入町駅（ふないりまち）
Funairi-minami-machi Station	舟入南町駅（ふないりみなみまち）
Funairi-saiwai-chō Station	舟入幸町駅（ふないりさいわいちょう）
Funakoshi Station	船越駅（ふなこし）
Funamachi Station	船町駅（ふなまち）
Funamachiguchi Station	船町口駅（ふなまちぐち）
Funao Station (Fukuoka)	船尾駅（ふなお）
Funaoka Station (Kyoto)	船岡駅 (京都府)（ふなおか）
Funaoka Station (Miyagi)	船岡駅 (宮城県)（ふなおか）
Funasa Station	船佐駅（ふなさ）
Funato Station	船戸駅（ふなと）
Funatsu Station (Kihoku, Mie)	船津駅 (三重県紀北町)（ふなつ）
Funatsu Station (Toba, Mie)	船津駅 (三重県鳥羽市)（ふなつ）
Funehiki Station	船引駅（ふねひき）
Fūren Station	風連駅（ふうれん）
Furano Station	富良野駅（ふらの）
Fureai-Shōriki Station	ふれあい生力駅（ふれあいしょうりき）
Furudate Station	古館駅（ふるだて）
Furue Station	古江駅（ふるえ）
Furugō Station	古国府駅（ふるごう）
Furuichi Station (Hiroshima)	古市駅 (広島県)（ふるいち）
Furuichi Station (Hyōgo)	古市駅 (兵庫県)（ふるいち）
Furuichi Station (Osaka)	古市駅 (大阪府)（ふるいち）
Furuichibashi Station	古市橋駅（ふるいちばし）
Furujima Station	古島駅（ふるじま）
Furukawa Station	古川駅（ふるかわ）
Furukawabashi Station	古川橋駅（ふるかわばし）
Furukuchi Station	古口駅（ふるくち）
Furuma Station	古間駅（ふるま）
Furusan Station	古山駅（ふるさん）
Furusatokōen Station	ふるさと公園駅（ふるさとこうえん）
Furuse Station	古瀬駅（ふるせ）
Furushō Station	古庄駅（ふるしょう）
Furu-Takamatsu Station	古高松駅（ふるたかまつ）
Furutakamatsu-Minami Station	古高松南駅（ふるたかまつみなみ）
Furutsu Station	古津駅（ふるつ）
Fusa Station	布佐駅（ふさ）
Fusamoto Station	総元駅（ふさもと）
Fusazaki Station	房前駅（ふさざき）
Fuse Station	布施駅（ふせ）
Fuseishi Station	伏石駅（ふせいし）
Fushiki Station	伏木駅（ふしき）
Fushimi Station (Aichi)	伏見駅 (愛知県)（ふしみ）
Fushimi Station (Kyoto)	伏見駅 (京都府)（ふしみ）
Fushimi-Inari Station	伏見稲荷駅（ふしみいなり）
Fushimi-Momoyama Station	伏見桃山駅（ふしみももやま）
Fushiya Station	伏屋駅（ふしや）
Fusō Station	扶桑駅（ふそう）
Fussa Station	福生駅(ふっさ)
Futaba Station	双葉駅（ふたば）
Futada Station	二田駅（ふただ）
Futagawa Station	二川駅（ふたがわ）
Futago Station	二子駅（ふたご）
Futaiwa Station	双岩駅（ふたいわ）
Futajima Station	二島駅（ふたじま）
Futako-Shinchi Station	二子新地駅（ふたこしんち）
Futako-Tamagawa Station	二子玉川駅（ふたこたまがわ）
Futamata Station (Hokkaido)	二股駅（ふたまた）
Futamata Station (Kyoto)	二俣駅（ふたまた）
Futamata-gawa Station	二俣川駅（ふたまたがわ）
Futamata-Hommachi Station	二俣本町駅（ふたまたほんまち）
Futamatao Station	二俣尾駅（ふたまたお）
Futamata-Shimmachi Station	二俣新町駅（ふたまたしんまち）
Futaminoura Station	二見浦駅（ふたみのうら）
Futana Station	二名駅（ふたな）
Futatsui Station	二ツ井駅（ふたつい）
Futatsuiri Station	二ツ杁駅（ふたついり）
Futatsuka Station	二塚駅（ふたつか）
Futawa-Mukōdai Station	二和向台駅（ふたわむこうだい）
Futo Station	富戸駅（ふと）
Futomi Station (Chiba)	太海駅（ふとみ）
Futomi Station (Hokkaido)	太美駅（ふとみ）
Futsukaichi Station	二日市駅（ふつかいち）
Fuwa-Ishiki Station	不破一色駅（ふわいしき）
Fuya Station	府屋駅（ふや）
Fuzokuchūgakumae Station	附属中学前駅（ふぞくちゅうがくまえ）
